vacancy_id,source,source_file,idx_in_source,text_len,skills_count,grade,confidence,score_intern,score_junior,score_middle,score_senior,score_architect,config_hits,process_hits,tech_hits
0,hh_txt,hh_архитектор.txt,0,3941,18,junior,0.91,0.8,0.91,0.5,0.16,0.1,2,3,1
1,hh_txt,hh_архитектор.txt,1,2323,12,middle,1.0,0.5,0.33,1.0,0.53,0.05,1,0,4
2,hh_txt,hh_архитектор.txt,2,2635,11,intern,0.2,0.2,0.16,-0.2,-0.44,0.1,2,4,0
3,hh_txt,hh_архитектор.txt,3,3817,13,middle,0.8,0.2,0.16,0.8,0.16,0.1,2,2,2
4,hh_txt,hh_архитектор.txt,4,3595,14,intern,0.5,0.5,0.49,0.6,0.24,0.15,3,5,1
5,hh_txt,hh_архитектор.txt,5,2560,10,intern,0.5,0.5,0.33,0.4,0.08,0.05,1,4,1
6,hh_txt,hh_архитектор.txt,6,2945,14,intern,1.1,1.1,0.91,0.5,0.61,0.1,2,2,2
7,hh_txt,hh_архитектор.txt,7,1959,13,intern,0.8,0.8,0.58,0.4,0.08,0.05,1,4,1
8,hh_txt,hh_архитектор.txt,8,2100,18,senior,1.14,0.8,0.99,0.9,1.14,0.15,3,3,4
9,hh_txt,hh_архитектор.txt,9,2953,11,intern,0.2,0.2,0.24,0.3,0.24,0.15,3,2,0
10,hh_txt,hh_архитектор.txt,10,2604,15,intern,0.8,0.8,0.66,0.5,0.16,0.1,2,5,1
11,hh_txt,hh_архитектор.txt,11,2911,15,junior,0.83,0.8,0.83,0.4,0.08,0.05,1,3,1
12,hh_txt,hh_архитектор.txt,12,2611,6,intern,0.5,0.5,0.33,-0.3,-0.52,0.05,1,4,0
13,hh_txt,hh_архитектор.txt,13,2603,10,intern,0.5,0.5,0.41,0.5,0.16,0.1,2,3,1
14,hh_txt,hh_архитектор.txt,14,2345,12,intern,0.2,0.2,0.33,0.1,0.08,0.05,1,2,0
15,hh_txt,hh_архитектор.txt,15,2083,7,intern,0.5,0.5,0.33,-0.3,-0.52,0.05,1,3,0
16,hh_txt,hh_архитектор.txt,16,2357,17,junior,1.16,0.5,1.16,1.1,0.16,0.1,2,2,3
17,hh_txt,hh_архитектор.txt,17,3377,18,middle,1.3,0.8,0.83,1.3,0.08,0.05,1,4,4
18,hh_txt,hh_архитектор.txt,18,1918,9,intern,0.8,0.8,0.41,-0.2,-0.44,0.1,2,3,0
19,hh_txt,hh_архитектор.txt,20,2255,9,intern,0.2,0.2,0.08,-0.3,-0.52,0.05,1,3,0
20,hh_txt,hh_архитектор.txt,22,3713,17,junior,0.99,0.8,0.99,0.6,0.24,0.15,3,4,1
21,hh_txt,hh_архитектор.txt,23,2323,12,intern,0.5,0.5,0.41,-0.2,-0.44,0.1,2,5,0
22,hh_txt,hh_архитектор.txt,24,3274,15,intern,0.8,0.8,0.66,0.5,0.16,0.1,2,4,1
23,hh_txt,hh_архитектор.txt,25,1309,9,junior,0.83,0.8,0.83,-0.3,-0.52,0.05,1,4,0
24,hh_txt,hh_архитектор.txt,26,1612,4,intern,0.6,0.6,0.5,0.0,0.0,0.0,0,2,0
25,hh_txt,hh_архитектор.txt,27,1439,5,intern,0.3,0.3,0.5,0.3,0.0,0.0,0,2,1
26,hh_txt,hh_архитектор.txt,28,1418,8,intern,0.5,0.5,0.33,0.7,0.53,0.05,1,2,3
27,hh_txt,hh_архитектор.txt,29,2699,13,intern,0.8,0.8,0.74,-0.1,-0.36,0.15,3,4,0
28,hh_txt,hh_архитектор.txt,30,3519,11,intern,1.1,1.1,0.58,-0.3,-0.52,0.05,1,5,0
29,hh_txt,hh_архитектор.txt,31,3347,17,middle,1.2,0.5,0.49,1.2,0.24,0.15,3,4,3
30,hh_txt,hh_архитектор.txt,33,2021,12,intern,0.8,0.8,0.58,0.4,0.08,0.05,1,3,1
31,hh_txt,hh_архитектор.txt,34,1774,7,intern,0.5,0.5,0.41,-0.2,-0.44,0.1,2,3,0
32,hh_txt,hh_архитектор.txt,35,1841,7,intern,0.5,0.5,0.58,0.4,0.53,0.05,1,3,2
33,hh_txt,hh_архитектор.txt,36,2100,10,intern,0.5,0.5,0.49,-0.1,-0.36,0.15,3,4,0
34,hh_txt,hh_архитектор.txt,37,2604,20,middle,1.6,0.8,0.83,1.6,1.43,0.05,1,2,8
35,hh_txt,hh_архитектор.txt,38,3359,25,middle,2.2,0.5,0.57,2.2,1.67,0.2,4,3,9
36,hh_txt,hh_архитектор.txt,39,1738,4,intern,0.2,0.2,0.08,0.4,0.53,0.05,1,1,2
37,hh_txt,hh_архитектор.txt,40,2246,6,intern,0.8,0.8,0.66,0.2,0.61,0.1,2,2,1
38,hh_txt,hh_архитектор.txt,41,1166,6,intern,0.0,0.0,0.25,0.6,0.0,0.0,0,1,2
39,hh_txt,hh_архитектор.txt,42,2499,17,middle,2.3,0.5,1.16,2.3,1.06,0.1,2,1,9
40,hh_txt,hh_архитектор.txt,43,3215,20,middle,1.3,0.5,0.33,1.3,0.98,0.05,1,2,6
41,hh_txt,hh_архитектор.txt,44,2089,9,intern,0.5,0.5,0.41,-0.2,-0.44,0.1,2,3,0
42,hh_txt,hh_архитектор.txt,45,2615,10,middle,1.2,0.3,0.25,1.2,0.45,0.0,0,0,5
43,hh_txt,hh_архитектор.txt,46,881,6,intern,0.7,0.7,0.08,0.4,0.08,0.05,1,2,1
44,hh_txt,hh_архитектор.txt,47,2075,9,intern,0.8,0.8,0.58,-0.3,-0.52,0.05,1,3,0
45,hh_txt,hh_архитектор.txt,48,2985,11,junior,0.66,0.2,0.66,0.5,0.61,0.1,2,1,2
46,hh_txt,hh_архитектор.txt,49,2809,11,intern,0.3,0.3,0.25,0.3,0.0,0.0,0,4,1
47,hh_txt,hh_архитектор.txt,50,2097,12,senior,0.9,0.3,0.25,0.6,0.9,0.0,0,2,4
48,hh_txt,hh_архитектор.txt,52,3830,17,intern,0.8,0.8,0.66,0.5,0.16,0.1,2,3,1
49,hh_txt,hh_архитектор.txt,53,1404,5,junior,0.66,0.5,0.66,0.2,0.16,0.1,2,1,0
50,hh_txt,hh_архитектор.txt,55,1373,7,intern,0.2,0.2,0.16,0.5,0.16,0.1,2,3,1
51,hh_txt,hh_архитектор.txt,57,1862,8,intern,0.8,0.8,0.58,0.1,0.08,0.05,1,2,0
52,hh_txt,hh_архитектор.txt,58,1410,10,intern,0.5,0.5,0.41,0.5,0.16,0.1,2,3,1
53,hh_txt,hh_архитектор.txt,59,1621,6,intern,0.3,0.3,0.25,0.3,0.0,0.0,0,3,1
54,hh_txt,hh_архитектор.txt,60,2239,12,intern,0.2,0.2,0.32,0.7,0.77,0.2,4,2,2
55,hh_txt,hh_архитектор.txt,61,2930,18,middle,1.9,0.2,0.33,1.9,0.53,0.05,1,1,7
56,hh_txt,hh_архитектор.txt,62,2318,13,intern,0.5,0.5,0.41,0.5,0.16,0.1,2,3,1
57,hh_txt,hh_архитектор.txt,63,3349,17,middle,1.6,0.5,0.58,1.6,0.98,0.05,1,2,7
58,hh_txt,hh_архитектор.txt,64,4557,11,middle,0.8,0.5,0.66,0.8,0.61,0.1,2,1,3
59,hh_txt,hh_архитектор.txt,65,2860,13,intern,0.5,0.5,0.58,0.4,0.08,0.05,1,5,1
60,hh_txt,hh_архитектор.txt,67,1697,7,middle,0.9,0.0,0.0,0.9,0.0,0.0,0,1,3
61,hh_txt,hh_архитектор.txt,68,2217,9,intern,0.8,0.8,0.49,-0.1,-0.36,0.15,3,3,0
62,hh_txt,hh_архитектор.txt,69,2934,23,middle,1.7,0.2,0.57,1.7,1.3,0.25,5,4,6
63,hh_txt,hh_архитектор.txt,70,2464,7,intern,0.5,0.5,0.33,0.1,0.08,0.05,1,2,0
64,hh_txt,hh_архитектор.txt,71,2531,12,middle,1.0,0.8,0.33,1.0,0.53,0.05,1,2,4
65,hh_txt,hh_архитектор.txt,72,2025,7,intern,0.3,0.3,0.25,0.3,0.45,0.0,0,4,2
66,hh_txt,hh_архитектор.txt,73,4018,22,junior,1.49,1.1,1.49,0.6,0.24,0.15,3,4,1
67,hh_txt,hh_программист стажер.txt,0,2064,7,intern,0.8,0.8,0.66,0.2,0.16,0.1,2,2,0
68,hh_txt,hh_программист стажер.txt,1,2212,9,junior,1.07,0.8,1.07,0.4,0.32,0.2,4,1,0
69,hh_txt,hh_программист стажер.txt,2,1755,3,intern,0.2,0.2,0.33,0.1,0.08,0.05,1,0,0
70,hh_txt,hh_программист стажер.txt,3,1501,4,intern,0.6,0.6,0.5,0.0,0.0,0.0,0,1,0
71,hh_txt,hh_программист стажер.txt,4,2114,5,junior,0.75,0.6,0.75,0.0,0.0,0.0,0,1,0
72,hh_txt,hh_программист стажер.txt,5,1784,8,junior,0.99,0.5,0.99,0.3,0.69,0.15,3,1,1
73,hh_txt,hh_программист стажер.txt,6,2292,12,junior,0.99,0.8,0.99,0.3,0.24,0.15,3,2,0
74,hh_txt,hh_программист стажер.txt,7,2374,4,intern,0.2,0.2,0.33,0.1,0.08,0.05,1,0,0
75,hh_txt,hh_программист стажер.txt,8,3226,9,intern,0.5,0.5,0.33,-0.3,-0.52,0.05,1,4,0
76,hh_txt,hh_программист стажер.txt,9,1149,5,intern,0.3,0.3,0.25,-0.4,-0.6,0.0,0,3,0
77,hh_txt,hh_программист стажер.txt,10,1895,6,junior,0.75,0.6,0.75,-0.4,-0.6,0.0,0,3,0
78,hh_txt,hh_программист стажер.txt,11,512,1,intern,0.5,0.5,0.0,0.0,0.0,0.0,0,1,0
79,hh_txt,hh_программист стажер.txt,12,1665,6,intern,0.3,0.3,0.5,0.6,0.0,0.0,0,1,2
80,hh_txt,hh_программист стажер.txt,13,1250,3,intern,0.3,0.3,0.25,0.0,0.0,0.0,0,2,0
81,hh_txt,hh_программист стажер.txt,14,1728,3,intern,0.3,0.3,0.25,0.0,0.0,0.0,0,1,0
82,hh_txt,hh_программист стажер.txt,15,819,4,intern,0.5,0.5,0.25,0.0,0.0,0.0,0,2,0
83,hh_txt,hh_программист стажер.txt,16,1528,7,intern,0.5,0.5,0.58,0.1,0.08,0.05,1,2,0
84,hh_txt,hh_программист стажер.txt,18,1813,6,intern,0.3,0.3,0.25,0.6,0.0,0.0,0,1,2
85,hh_txt,hh_программист стажер.txt,19,1102,2,intern,0.3,0.3,0.25,0.0,0.0,0.0,0,2,0
86,hh_txt,hh_программист стажер.txt,20,1779,5,junior,0.66,0.5,0.66,0.2,0.16,0.1,2,1,0
87,hh_txt,hh_программист стажер.txt,21,1655,6,junior,0.91,0.5,0.91,0.2,0.16,0.1,2,1,0
88,hh_txt,hh_программист стажер.txt,22,1982,3,intern,0.3,0.3,0.5,0.0,0.0,0.0,0,1,0
89,hh_txt,hh_программист стажер.txt,23,905,4,junior,0.75,0.6,0.75,0.0,0.0,0.0,0,2,0
90,hh_txt,hh_программист стажер.txt,24,3029,7,junior,1.08,0.8,1.08,0.4,0.08,0.05,1,2,1
91,hh_txt,hh_программист стажер.txt,25,1282,5,intern,0.0,0.0,0.0,0.6,0.0,0.0,0,0,2
92,hh_txt,hh_программист стажер.txt,27,2560,8,intern,0.5,0.5,0.58,0.7,0.08,0.05,1,1,2
93,hh_txt,hh_программист стажер.txt,29,2462,6,junior,0.66,0.5,0.66,0.5,0.16,0.1,2,1,1
94,hh_txt,hh_программист стажер.txt,30,3558,15,junior,1.32,0.5,1.32,1.0,0.32,0.2,4,2,2
95,hh_txt,hh_программист стажер.txt,31,2935,7,intern,0.2,0.2,0.24,-0.1,-0.36,0.15,3,3,0
96,hh_txt,hh_программист стажер.txt,32,2285,10,junior,0.99,0.8,0.99,-0.1,-0.36,0.15,3,3,0
97,hh_txt,hh_программист стажер.txt,33,3349,12,junior,0.99,0.8,0.99,0.6,0.24,0.15,3,4,1
98,hh_txt,hh_программист стажер.txt,34,1966,5,intern,0.8,0.8,0.58,0.1,0.08,0.05,1,1,0
99,hh_txt,hh_программист стажер.txt,35,2189,6,junior,0.66,0.5,0.66,0.2,0.16,0.1,2,2,0
100,hh_txt,hh_программист стажер.txt,36,3493,10,junior,0.83,0.8,0.83,-0.3,-0.52,0.05,1,4,0
101,hh_txt,hh_программист стажер.txt,37,1569,9,middle,1.4,0.2,0.41,1.4,0.16,0.1,2,0,4
102,hh_txt,hh_программист стажер.txt,38,2348,7,junior,0.91,0.8,0.91,0.2,0.16,0.1,2,1,0
103,hh_txt,hh_программист стажер.txt,39,2811,3,intern,0.3,0.3,0.25,0.0,0.0,0.0,0,2,0
104,hh_txt,hh_программист стажер.txt,40,5075,11,junior,0.83,0.8,0.83,0.4,0.53,0.05,1,4,2
105,hh_txt,hh_программист.txt,0,1402,9,middle,0.9,0.0,0.0,0.9,0.45,0.0,0,4,4
106,hh_txt,hh_программист.txt,1,2986,11,senior,1.14,0.2,0.49,0.9,1.14,0.15,3,1,4
107,hh_txt,hh_программист.txt,2,2396,25,middle,2.0,0.8,0.91,2.0,1.86,0.1,2,2,8
108,hh_txt,hh_программист.txt,3,1254,8,intern,0.5,0.5,0.41,0.2,0.61,0.1,2,1,1
109,hh_txt,hh_программист.txt,4,3656,24,middle,1.6,0.8,1.57,1.6,0.77,0.2,4,5,5
110,hh_txt,hh_программист.txt,5,2829,12,middle,1.3,0.8,1.08,1.3,0.53,0.05,1,3,5
111,hh_txt,hh_программист.txt,6,1455,9,intern,0.2,0.2,0.58,0.7,0.53,0.05,1,2,3
112,hh_txt,hh_программист.txt,7,2618,14,middle,1.4,0.8,0.91,1.4,1.06,0.1,2,1,6
113,hh_txt,hh_программист.txt,8,3193,20,middle,1.9,0.2,0.57,1.9,1.22,0.2,4,2,7
114,hh_txt,hh_программист.txt,9,2650,8,middle,0.8,0.5,0.41,0.8,0.16,0.1,2,1,2
115,hh_txt,hh_программист.txt,10,1333,12,intern,0.5,0.5,0.33,0.7,0.53,0.05,1,4,3
116,hh_txt,hh_программист.txt,11,1236,13,junior,1.16,0.8,1.16,-0.2,-0.44,0.1,2,5,0
117,hh_txt,hh_программист.txt,12,1728,4,intern,0.5,0.5,0.58,0.1,0.08,0.05,1,1,0
118,hh_txt,hh_программист.txt,13,1559,11,junior,1.33,0.5,1.33,0.4,0.08,0.05,1,2,1
119,hh_txt,hh_программист.txt,14,1495,6,middle,0.9,0.3,0.25,0.9,0.45,0.0,0,1,4
120,hh_txt,hh_программист.txt,15,1557,12,middle,0.9,0.5,0.74,0.9,0.24,0.15,3,2,2
121,hh_txt,hh_программист.txt,16,2091,16,middle,1.0,0.5,0.83,1.0,0.98,0.05,1,2,5
122,hh_txt,hh_программист.txt,17,2504,11,middle,1.1,0.8,0.91,1.1,0.16,0.1,2,2,3
123,hh_txt,hh_программист.txt,18,917,5,intern,0.3,0.3,0.25,0.0,0.0,0.0,0,2,0
124,hh_txt,hh_программист.txt,19,1744,9,middle,1.1,0.5,0.41,1.1,0.16,0.1,2,2,3
125,hh_txt,hh_программист.txt,20,3132,9,middle,1.0,0.2,0.33,1.0,0.53,0.05,1,3,4
126,hh_txt,hh_программист.txt,21,1951,11,senior,1.06,0.2,0.41,0.8,1.06,0.1,2,2,4
127,hh_txt,hh_программист.txt,22,2457,16,junior,1.16,0.5,1.16,1.1,0.16,0.1,2,3,3
128,hh_txt,hh_программист.txt,23,2379,13,junior,0.99,0.5,0.99,0.9,0.24,0.15,3,2,2
129,hh_txt,hh_программист.txt,24,1742,8,intern,0.5,0.5,0.58,0.7,0.08,0.05,1,2,2
130,hh_txt,hh_программист.txt,25,3116,19,middle,1.6,0.8,1.32,1.6,0.77,0.2,4,3,5
131,hh_txt,hh_программист.txt,26,1325,4,intern,0.5,0.5,0.58,0.1,0.08,0.05,1,1,0
132,hh_txt,hh_программист.txt,27,2503,14,junior,0.99,0.8,0.99,0.6,0.24,0.15,3,4,1
133,hh_txt,hh_программист.txt,28,1923,10,junior,0.91,0.5,0.91,0.5,0.61,0.1,2,2,2
134,hh_txt,hh_программист.txt,29,1198,5,middle,0.8,0.2,0.16,0.8,0.16,0.1,2,0,2
135,hh_txt,hh_программист.txt,30,2369,9,middle,1.1,0.5,0.41,1.1,0.16,0.1,2,2,3
136,hh_txt,hh_программист.txt,31,1609,13,middle,1.6,0.5,0.58,1.6,0.53,0.05,1,2,6
137,hh_txt,hh_программист.txt,32,1570,14,middle,1.3,0.5,0.58,1.3,0.53,0.05,1,2,5
138,hh_txt,hh_программист.txt,33,1364,17,middle,1.4,0.8,1.16,1.4,0.61,0.1,2,5,5
139,hh_txt,hh_программист.txt,34,2676,15,middle,1.0,0.5,0.08,1.0,0.98,0.05,1,1,5
140,hh_txt,hh_программист.txt,35,1261,7,intern,0.5,0.5,0.33,0.4,0.08,0.05,1,2,1
141,hh_txt,hh_программист.txt,36,1704,5,intern,0.2,0.2,0.16,0.2,0.16,0.1,2,2,0
142,hh_txt,hh_программист.txt,37,2551,15,junior,1.33,0.8,1.33,0.7,0.53,0.05,1,5,3
143,hh_txt,hh_программист.txt,38,1709,10,senior,0.98,0.5,0.58,0.7,0.98,0.05,1,1,4
144,hh_txt,hh_программист.txt,39,2154,11,middle,0.8,0.2,0.41,0.8,0.16,0.1,2,2,2
145,hh_txt,hh_программист.txt,40,1920,22,junior,1.24,0.8,1.24,0.9,0.24,0.15,3,4,2
146,hh_txt,hh_программист.txt,41,1022,9,junior,0.83,0.5,0.83,0.4,0.08,0.05,1,2,1
147,hh_txt,hh_программист.txt,42,4561,19,middle,1.7,0.8,1.07,1.7,0.4,0.25,5,4,4
148,hh_txt,hh_программист.txt,43,2370,7,intern,0.8,0.8,0.58,0.4,0.53,0.05,1,2,2
149,hh_txt,hh_программист.txt,44,3218,18,middle,2.2,0.5,0.57,2.2,1.22,0.2,4,2,8
150,hh_txt,hh_программист.txt,45,2043,12,junior,1.07,0.5,1.07,0.4,0.32,0.2,4,2,0
151,hh_txt,hh_программист.txt,46,2422,16,junior,1.16,0.8,1.16,1.1,0.61,0.1,2,4,4
152,hh_txt,hh_программист.txt,47,1815,11,junior,1.08,0.5,1.08,0.7,0.53,0.05,1,2,3
153,hh_txt,hh_программист.txt,48,1462,12,junior,1.07,0.5,1.07,0.8,0.4,0.25,5,1,1
154,hh_txt,hh_программист.txt,49,2689,16,middle,1.3,0.5,1.08,1.3,0.53,0.05,1,1,5
155,hh_txt,hh_программист.txt,50,3160,17,middle,1.3,0.8,1.08,1.3,0.98,0.05,1,1,6
156,hh_txt,hh_программист.txt,51,2139,13,middle,1.5,0.5,0.99,1.5,0.69,0.15,3,1,5
157,hh_txt,hh_программист.txt,52,1356,15,middle,0.8,0.5,0.41,0.8,0.16,0.1,2,3,2
158,hh_txt,hh_программист.txt,53,1717,4,intern,0.3,0.3,0.5,0.3,0.0,0.0,0,0,1
159,hh_txt,hh_программист.txt,54,1743,11,junior,1.07,0.2,1.07,0.7,0.77,0.2,4,2,2
160,hh_txt,hh_программист.txt,55,2813,21,middle,1.7,0.8,1.57,1.7,0.93,0.3,6,3,5
161,hh_txt,hh_программист.txt,57,2371,14,middle,1.1,0.5,0.91,1.1,0.61,0.1,2,1,4
162,hh_txt,hh_программист.txt,58,2030,9,middle,1.3,0.5,0.33,1.3,0.53,0.05,1,2,5
163,hh_txt,hh_программист.txt,59,1502,7,middle,0.8,0.2,0.16,0.8,0.16,0.1,2,1,2
164,hh_txt,hh_программист.txt,60,2196,19,middle,1.1,0.5,1.07,1.1,0.85,0.25,5,2,3
165,hh_txt,hh_программист.txt,61,1240,8,junior,0.74,0.5,0.74,0.3,0.24,0.15,3,1,0
166,hh_txt,hh_программист.txt,62,2803,8,junior,0.75,0.3,0.75,0.6,0.0,0.0,0,0,2
167,hh_txt,hh_программист.txt,63,2664,13,middle,0.8,0.5,0.41,0.8,0.16,0.1,2,3,2
168,hh_txt,hh_программист.txt,64,1091,10,middle,0.8,0.5,0.66,0.8,0.16,0.1,2,0,2
169,hh_txt,hh_программист.txt,65,2615,6,junior,0.66,0.5,0.66,0.5,0.16,0.1,2,0,1
170,hh_txt,hh_программист.txt,66,1710,6,intern,0.2,0.2,0.33,0.7,0.08,0.05,1,1,2
171,hh_txt,hh_программист.txt,67,2042,6,junior,0.75,0.3,0.75,0.6,0.45,0.0,0,1,3
172,hh_txt,hh_программист.txt,69,780,3,intern,0.7,0.7,0.16,0.2,0.16,0.1,2,1,0
173,hh_txt,hh_программист.txt,70,1291,8,senior,1.06,0.5,0.41,0.5,1.06,0.1,2,3,3
174,hh_txt,hh_программист.txt,71,3339,17,middle,0.9,0.5,0.49,0.9,0.69,0.15,3,3,3
175,hh_txt,hh_программист.txt,72,2296,12,middle,1.0,0.5,0.82,1.0,0.32,0.2,4,2,2
176,hh_txt,hh_программист.txt,73,1078,6,intern,0.2,0.2,0.33,0.4,0.08,0.05,1,2,1
177,hh_txt,hh_программист.txt,74,1991,8,middle,0.8,0.5,0.41,0.8,0.16,0.1,2,3,2
178,hh_txt,hr консультант аналитик программист.txt,0,1140,7,intern,0.8,0.8,0.74,-0.1,-0.36,0.15,3,3,0
179,hh_txt,hr консультант аналитик программист.txt,1,854,4,intern,0.7,0.7,0.16,0.2,0.16,0.1,2,2,0
180,hh_txt,hr консультант аналитик программист.txt,2,2026,11,intern,0.5,0.5,0.41,-0.2,-0.44,0.1,2,3,0
181,hh_txt,hr консультант аналитик программист.txt,3,1190,8,intern,0.5,0.5,0.33,-0.3,-0.52,0.05,1,5,0
182,hh_txt,hr консультант аналитик программист.txt,4,2244,9,intern,0.5,0.5,0.58,-0.3,-0.52,0.05,1,3,0
183,hh_txt,hr консультант аналитик программист.txt,5,2402,15,intern,0.8,0.8,0.74,0.6,0.69,0.15,3,5,2
184,hh_txt,hr_аналитик.txt,0,2306,8,intern,0.5,0.5,0.58,-0.3,-0.52,0.05,1,3,0
185,hh_txt,hr_аналитик.txt,1,4226,15,intern,0.8,0.8,0.49,0.6,0.69,0.15,3,3,2
186,hh_txt,hr_аналитик.txt,2,1950,7,intern,0.2,0.2,0.08,0.4,0.53,0.05,1,2,2
187,hh_txt,hr_аналитик.txt,3,2770,5,intern,0.5,0.5,0.33,-0.3,-0.52,0.05,1,3,0
188,hh_txt,hr_аналитик.txt,4,1447,11,intern,0.2,0.2,0.41,-0.2,-0.44,0.1,2,4,0
189,hh_txt,hr_аналитик.txt,5,2275,8,intern,0.5,0.5,0.33,-0.3,-0.52,0.05,1,3,0
190,hh_txt,hr_аналитик.txt,6,2540,13,intern,1.1,1.1,0.66,-0.2,-0.44,0.1,2,4,0
191,hh_txt,hr_аналитик.txt,7,1982,10,intern,0.8,0.8,0.58,0.7,0.53,0.05,1,4,3
192,hh_txt,hr_аналитик.txt,8,4683,15,middle,1.3,0.2,1.07,1.3,0.77,0.2,4,3,4
193,hh_txt,hr_аналитик.txt,9,1798,20,intern,0.5,0.5,0.57,0.1,-0.2,0.25,5,5,0
194,hh_txt,hr_аналитик.txt,10,1585,6,intern,0.2,0.2,0.08,0.1,0.08,0.05,1,2,0
195,hh_txt,hr_аналитик.txt,11,1590,14,middle,1.0,0.2,0.08,1.0,0.53,0.05,1,3,4
196,hh_txt,hr_аналитик.txt,12,3475,31,middle,1.5,1.1,1.24,1.5,0.69,0.15,3,4,5
197,hh_txt,hr_аналитик.txt,13,1264,5,intern,0.2,0.2,0.08,0.4,0.08,0.05,1,1,1
198,hh_txt,hr_аналитик.txt,14,2700,19,middle,1.5,1.1,0.74,1.5,0.69,0.15,3,4,5
199,hh_txt,hr_аналитик.txt,15,1760,14,junior,0.99,0.8,0.99,-0.1,-0.36,0.15,3,5,0
200,hh_txt,hr_аналитик.txt,16,2584,12,middle,0.8,0.5,0.41,0.8,0.16,0.1,2,4,2
201,hh_txt,hr_аналитик.txt,17,2719,10,intern,0.8,0.8,0.66,-0.2,-0.44,0.1,2,5,0
